ds,p,perc_total_perf,q,cluster_imbalance_ratio,data_ratio,noise_ratio,acc,bacc,kappa,log_loss,clf
bank-marketing,0.0044,0.5,0.5,20,0.8032,0.41,0.7372,0.0585,0.044,0.5692,irbl
bank-marketing,0.0044,0.5,0.5,20,0.8032,0.41,0.7428,0.067,0.0511,0.5648,irbl2
bank-marketing,0.0044,0.5,0.5,20,0.8032,0.41,0.8688,0.1425,0.1833,0.3554,trusted_only
bank-marketing,0.0044,0.5,0.5,20,0.8032,0.41,0.5997,0.1384,0.0667,1.0694,no_correction
bank-marketing,0.0044,0.5,0.5,20,0.8032,0.41,0.5967,0.1377,0.0659,1.1216,untrusted_only
bank-marketing,0.0044,0.5,0.5,20,0.8032,0.41,0.6743,0.0768,0.0465,0.6544,kpdr
bank-marketing,0.0044,0.5,0.5,20,0.8032,0.41,0.6119,0.1822,0.0884,1.0858,pdr
bank-marketing,0.0044,0.5,0.6,20,0.8032,0.27,0.8233,0.1117,0.1155,0.3886,irbl
bank-marketing,0.0044,0.5,0.6,20,0.8032,0.27,0.8223,0.1214,0.1237,0.3889,irbl2
bank-marketing,0.0044,0.5,0.6,20,0.8032,0.27,0.8688,0.1425,0.1833,0.3554,trusted_only
bank-marketing,0.0044,0.5,0.6,20,0.8032,0.27,0.7065,0.2008,0.1239,0.6954,no_correction
bank-marketing,0.0044,0.5,0.6,20,0.8032,0.27,0.6988,0.1932,0.117,0.7457,untrusted_only
bank-marketing,0.0044,0.5,0.6,20,0.8032,0.27,0.7499,0.1587,0.1159,0.4869,kpdr
bank-marketing,0.0044,0.5,0.6,20,0.8032,0.27,0.7135,0.2076,0.1302,0.7133,pdr
bank-marketing,0.0044,0.5,0.7,20,0.8032,0.19,0.8312,0.0819,0.0911,0.3676,irbl
bank-marketing,0.0044,0.5,0.7,20,0.8032,0.19,0.8284,0.0742,0.082,0.3739,irbl2
bank-marketing,0.0044,0.5,0.7,20,0.8032,0.19,0.8688,0.1425,0.1833,0.3554,trusted_only
bank-marketing,0.0044,0.5,0.7,20,0.8032,0.19,0.7193,0.1874,0.1213,0.6259,no_correction
bank-marketing,0.0044,0.5,0.7,20,0.8032,0.19,0.7176,0.1898,0.1219,0.6617,untrusted_only
bank-marketing,0.0044,0.5,0.7,20,0.8032,0.19,0.7687,0.1804,0.1388,0.4333,kpdr
bank-marketing,0.0044,0.5,0.7,20,0.8032,0.19,0.7282,0.2281,0.1478,0.6897,pdr
bank-marketing,0.0044,0.5,0.8,20,0.8032,0.13,0.8406,0.1592,0.171,0.3707,irbl
bank-marketing,0.0044,0.5,0.8,20,0.8032,0.13,0.8425,0.157,0.1708,0.3728,irbl2
bank-marketing,0.0044,0.5,0.8,20,0.8032,0.13,0.8688,0.1425,0.1833,0.3554,trusted_only
bank-marketing,0.0044,0.5,0.8,20,0.8032,0.13,0.7389,0.2189,0.1477,0.6154,no_correction
bank-marketing,0.0044,0.5,0.8,20,0.8032,0.13,0.7378,0.216,0.1454,0.6454,untrusted_only
bank-marketing,0.0044,0.5,0.8,20,0.8032,0.13,0.7597,0.3218,0.2167,0.4945,kpdr
bank-marketing,0.0044,0.5,0.8,20,0.8032,0.13,0.7437,0.2254,0.1537,0.6437,pdr
bank-marketing,0.0044,0.5,0.9,20,0.8032,0.01,0.8864,0.2083,0.2747,0.313,irbl
bank-marketing,0.0044,0.5,0.9,20,0.8032,0.01,0.8858,0.2071,0.2725,0.3187,irbl2
bank-marketing,0.0044,0.5,0.9,20,0.8032,0.01,0.8688,0.1425,0.1833,0.3554,trusted_only
bank-marketing,0.0044,0.5,0.9,20,0.8032,0.01,0.822,0.2726,0.2404,0.3839,no_correction
bank-marketing,0.0044,0.5,0.9,20,0.8032,0.01,0.8208,0.2729,0.2394,0.4023,untrusted_only
bank-marketing,0.0044,0.5,0.9,20,0.8032,0.01,0.8452,0.2753,0.2687,0.341,kpdr
bank-marketing,0.0044,0.5,0.9,20,0.8032,0.01,0.8227,0.2564,0.2301,0.4524,pdr
bank-marketing,0.0044,0.5,0.5,50,0.7969,0.41,0.7444,0.1147,0.0849,0.6153,irbl
bank-marketing,0.0044,0.5,0.5,50,0.7969,0.41,0.7468,0.1212,0.09,0.6017,irbl2
bank-marketing,0.0044,0.5,0.5,50,0.7969,0.41,0.8688,0.1425,0.1833,0.3554,trusted_only
bank-marketing,0.0044,0.5,0.5,50,0.7969,0.41,0.6204,0.1618,0.0809,1.0721,no_correction
bank-marketing,0.0044,0.5,0.5,50,0.7969,0.41,0.6141,0.1569,0.0775,1.1354,untrusted_only
bank-marketing,0.0044,0.5,0.5,50,0.7969,0.41,0.6944,0.1078,0.068,0.6731,kpdr
bank-marketing,0.0044,0.5,0.5,50,0.7969,0.41,0.6446,0.2236,0.115,1.0465,pdr
bank-marketing,0.0044,0.5,0.6,50,0.7969,0.26,0.8238,0.1511,0.1505,0.4291,irbl
bank-marketing,0.0044,0.5,0.6,50,0.7969,0.26,0.8231,0.1579,0.1557,0.443,irbl2
bank-marketing,0.0044,0.5,0.6,50,0.7969,0.26,0.8688,0.1425,0.1833,0.3554,trusted_only
bank-marketing,0.0044,0.5,0.6,50,0.7969,0.26,0.725,0.2245,0.1443,0.7032,no_correction
bank-marketing,0.0044,0.5,0.6,50,0.7969,0.26,0.7205,0.2167,0.1381,0.7382,untrusted_only
bank-marketing,0.0044,0.5,0.6,50,0.7969,0.26,0.7665,0.1731,0.1328,0.5212,kpdr
bank-marketing,0.0044,0.5,0.6,50,0.7969,0.26,0.7446,0.2554,0.1713,0.6782,pdr
bank-marketing,0.0044,0.5,0.7,50,0.7969,0.19,0.8292,0.1003,0.1082,0.3907,irbl
bank-marketing,0.0044,0.5,0.7,50,0.7969,0.19,0.8323,0.1071,0.1166,0.3922,irbl2
bank-marketing,0.0044,0.5,0.7,50,0.7969,0.19,0.8688,0.1425,0.1833,0.3554,trusted_only
bank-marketing,0.0044,0.5,0.7,50,0.7969,0.19,0.7375,0.2081,0.1407,0.6294,no_correction
bank-marketing,0.0044,0.5,0.7,50,0.7969,0.19,0.7351,0.2026,0.1365,0.6497,untrusted_only
bank-marketing,0.0044,0.5,0.7,50,0.7969,0.19,0.7981,0.1908,0.1633,0.4278,kpdr
bank-marketing,0.0044,0.5,0.7,50,0.7969,0.19,0.7527,0.2214,0.1561,0.6139,pdr
bank-marketing,0.0044,0.5,0.8,50,0.7969,0.13,0.8352,0.1677,0.1737,0.4199,irbl
bank-marketing,0.0044,0.5,0.8,50,0.7969,0.13,0.8391,0.181,0.1886,0.4119,irbl2
bank-marketing,0.0044,0.5,0.8,50,0.7969,0.13,0.8688,0.1425,0.1833,0.3554,trusted_only
bank-marketing,0.0044,0.5,0.8,50,0.7969,0.13,0.7319,0.211,0.1399,0.6589,no_correction
bank-marketing,0.0044,0.5,0.8,50,0.7969,0.13,0.7294,0.2032,0.1343,0.708,untrusted_only
bank-marketing,0.0044,0.5,0.8,50,0.7969,0.13,0.7703,0.2616,0.1905,0.4787,kpdr
bank-marketing,0.0044,0.5,0.8,50,0.7969,0.13,0.7408,0.2276,0.1536,0.696,pdr
bank-marketing,0.0044,0.5,0.9,50,0.7969,0.01,0.8798,0.215,0.2698,0.3709,irbl
bank-marketing,0.0044,0.5,0.9,50,0.7969,0.01,0.8811,0.2285,0.2842,0.3661,irbl2
bank-marketing,0.0044,0.5,0.9,50,0.7969,0.01,0.8688,0.1425,0.1833,0.3554,trusted_only
bank-marketing,0.0044,0.5,0.9,50,0.7969,0.01,0.8206,0.2765,0.2415,0.4415,no_correction
bank-marketing,0.0044,0.5,0.9,50,0.7969,0.01,0.8106,0.2586,0.22,0.4785,untrusted_only
bank-marketing,0.0044,0.5,0.9,50,0.7969,0.01,0.8506,0.2831,0.2814,0.3777,kpdr
bank-marketing,0.0044,0.5,0.9,50,0.7969,0.01,0.8183,0.2421,0.2158,0.5325,pdr
bank-marketing,0.0044,0.5,0.5,100,0.7949,0.41,0.7469,0.1175,0.0876,0.6407,irbl
bank-marketing,0.0044,0.5,0.5,100,0.7949,0.41,0.7442,0.1172,0.0865,0.6522,irbl2
bank-marketing,0.0044,0.5,0.5,100,0.7949,0.41,0.8688,0.1425,0.1833,0.3554,trusted_only
bank-marketing,0.0044,0.5,0.5,100,0.7949,0.41,0.6449,0.1868,0.0981,1.0515,no_correction
bank-marketing,0.0044,0.5,0.5,100,0.7949,0.41,0.6304,0.1704,0.087,1.1204,untrusted_only
bank-marketing,0.0044,0.5,0.5,100,0.7949,0.41,0.7198,0.1334,0.0896,0.6412,kpdr
bank-marketing,0.0044,0.5,0.5,100,0.7949,0.41,0.657,0.1907,0.103,1.0284,pdr
bank-marketing,0.0044,0.5,0.6,100,0.7949,0.26,0.8249,0.1676,0.1651,0.44,irbl
bank-marketing,0.0044,0.5,0.6,100,0.7949,0.26,0.8253,0.1686,0.1662,0.4358,irbl2
bank-marketing,0.0044,0.5,0.6,100,0.7949,0.26,0.8688,0.1425,0.1833,0.3554,trusted_only
bank-marketing,0.0044,0.5,0.6,100,0.7949,0.26,0.7428,0.2375,0.1602,0.6887,no_correction
bank-marketing,0.0044,0.5,0.6,100,0.7949,0.26,0.7353,0.2317,0.1531,0.7396,untrusted_only
bank-marketing,0.0044,0.5,0.6,100,0.7949,0.26,0.7789,0.1778,0.1425,0.523,kpdr
bank-marketing,0.0044,0.5,0.6,100,0.7949,0.26,0.7556,0.2733,0.1877,0.6641,pdr
bank-marketing,0.0044,0.5,0.7,100,0.7949,0.19,0.8299,0.1055,0.1136,0.4083,irbl
bank-marketing,0.0044,0.5,0.7,100,0.7949,0.19,0.8298,0.101,0.1092,0.4173,irbl2
bank-marketing,0.0044,0.5,0.7,100,0.7949,0.19,0.8688,0.1425,0.1833,0.3554,trusted_only
bank-marketing,0.0044,0.5,0.7,100,0.7949,0.19,0.7629,0.2335,0.1691,0.6151,no_correction
bank-marketing,0.0044,0.5,0.7,100,0.7949,0.19,0.7515,0.2233,0.1566,0.6407,untrusted_only
bank-marketing,0.0044,0.5,0.7,100,0.7949,0.19,0.8235,0.2169,0.2025,0.4117,kpdr
bank-marketing,0.0044,0.5,0.7,100,0.7949,0.19,0.7757,0.2513,0.188,0.5845,pdr
bank-marketing,0.0044,0.5,0.8,100,0.7949,0.13,0.8318,0.1754,0.1772,0.4548,irbl
bank-marketing,0.0044,0.5,0.8,100,0.7949,0.13,0.827,0.1661,0.1655,0.4497,irbl2
bank-marketing,0.0044,0.5,0.8,100,0.7949,0.13,0.8688,0.1425,0.1833,0.3554,trusted_only
bank-marketing,0.0044,0.5,0.8,100,0.7949,0.13,0.7521,0.2312,0.1616,0.6786,no_correction
bank-marketing,0.0044,0.5,0.8,100,0.7949,0.13,0.7415,0.2186,0.1487,0.7204,untrusted_only
bank-marketing,0.0044,0.5,0.8,100,0.7949,0.13,0.8195,0.2457,0.2195,0.4564,kpdr
bank-marketing,0.0044,0.5,0.8,100,0.7949,0.13,0.7512,0.2487,0.1711,0.7127,pdr
bank-marketing,0.0044,0.5,0.9,100,0.7949,0.01,0.8746,0.2305,0.2752,0.405,irbl
bank-marketing,0.0044,0.5,0.9,100,0.7949,0.01,0.8744,0.2325,0.2767,0.4159,irbl2
bank-marketing,0.0044,0.5,0.9,100,0.7949,0.01,0.8688,0.1425,0.1833,0.3554,trusted_only
bank-marketing,0.0044,0.5,0.9,100,0.7949,0.01,0.8372,0.2882,0.2678,0.4645,no_correction
bank-marketing,0.0044,0.5,0.9,100,0.7949,0.01,0.8261,0.2706,0.2433,0.5102,untrusted_only
bank-marketing,0.0044,0.5,0.9,100,0.7949,0.01,0.8559,0.2656,0.2759,0.4073,kpdr
bank-marketing,0.0044,0.5,0.9,100,0.7949,0.01,0.8294,0.2793,0.2528,0.5198,pdr
magic-telescope,0.0026,0.25,0.5,1,1.0,0.47,0.521,-0.0317,-0.0311,1.0229,irbl
magic-telescope,0.0026,0.25,0.5,1,1.0,0.47,0.5193,-0.0406,-0.04,1.0323,irbl2
magic-telescope,0.0026,0.25,0.5,1,1.0,0.47,0.6484,0.0,0.0,0.6484,trusted_only
magic-telescope,0.0026,0.25,0.5,1,1.0,0.47,0.5254,0.0027,0.0026,1.1766,no_correction
magic-telescope,0.0026,0.25,0.5,1,1.0,0.47,0.5251,0.0037,0.0036,1.1958,untrusted_only
magic-telescope,0.0026,0.25,0.5,1,1.0,0.47,0.545,0.0163,0.0161,0.9654,kpdr
magic-telescope,0.0026,0.25,0.5,1,1.0,0.47,0.5191,-0.0061,-0.0059,1.2393,pdr
magic-telescope,0.0026,0.25,0.6,1,1.0,0.36,0.6262,0.151,0.1555,0.7501,irbl
magic-telescope,0.0026,0.25,0.6,1,1.0,0.36,0.629,0.1549,0.1599,0.7489,irbl2
magic-telescope,0.0026,0.25,0.6,1,1.0,0.36,0.6484,0.0,0.0,0.6484,trusted_only
magic-telescope,0.0026,0.25,0.6,1,1.0,0.36,0.6313,0.1625,0.1673,0.8094,no_correction
magic-telescope,0.0026,0.25,0.6,1,1.0,0.36,0.6264,0.1529,0.1572,0.8079,untrusted_only
magic-telescope,0.0026,0.25,0.6,1,1.0,0.36,0.6439,0.184,0.1907,0.7325,kpdr
magic-telescope,0.0026,0.25,0.6,1,1.0,0.36,0.6276,0.158,0.162,0.7814,pdr
magic-telescope,0.0026,0.25,0.7,1,1.0,0.25,0.7182,0.3493,0.3611,0.5765,irbl
magic-telescope,0.0026,0.25,0.7,1,1.0,0.25,0.7149,0.3439,0.3548,0.5805,irbl2
magic-telescope,0.0026,0.25,0.7,1,1.0,0.25,0.6484,0.0,0.0,0.6484,trusted_only
magic-telescope,0.0026,0.25,0.7,1,1.0,0.25,0.7117,0.3445,0.3527,0.6457,no_correction
magic-telescope,0.0026,0.25,0.7,1,1.0,0.25,0.7136,0.3525,0.3595,0.6256,untrusted_only
magic-telescope,0.0026,0.25,0.7,1,1.0,0.25,0.7234,0.388,0.3901,0.6117,kpdr
magic-telescope,0.0026,0.25,0.7,1,1.0,0.25,0.7086,0.3508,0.3544,0.62,pdr
magic-telescope,0.0026,0.25,0.8,1,1.0,0.15,0.7771,0.4743,0.4924,0.4808,irbl
magic-telescope,0.0026,0.25,0.8,1,1.0,0.15,0.7753,0.4684,0.4873,0.4789,irbl2
magic-telescope,0.0026,0.25,0.8,1,1.0,0.15,0.6484,0.0,0.0,0.6484,trusted_only
magic-telescope,0.0026,0.25,0.8,1,1.0,0.15,0.7774,0.5029,0.5074,0.5154,no_correction
magic-telescope,0.0026,0.25,0.8,1,1.0,0.15,0.7788,0.5074,0.5112,0.5129,untrusted_only
magic-telescope,0.0026,0.25,0.8,1,1.0,0.15,0.7829,0.5115,0.5179,0.5151,kpdr
magic-telescope,0.0026,0.25,0.8,1,1.0,0.15,0.7757,0.5071,0.5075,0.4919,pdr
magic-telescope,0.0026,0.25,0.9,1,1.0,0.05,0.8349,0.6276,0.6341,0.3772,irbl
magic-telescope,0.0026,0.25,0.9,1,1.0,0.05,0.8349,0.6247,0.633,0.3835,irbl2
magic-telescope,0.0026,0.25,0.9,1,1.0,0.05,0.6484,0.0,0.0,0.6484,trusted_only
magic-telescope,0.0026,0.25,0.9,1,1.0,0.05,0.8354,0.641,0.6398,0.4051,no_correction
magic-telescope,0.0026,0.25,0.9,1,1.0,0.05,0.8316,0.6362,0.6327,0.4042,untrusted_only
magic-telescope,0.0026,0.25,0.9,1,1.0,0.05,0.8328,0.6344,0.6337,0.4009,kpdr
magic-telescope,0.0026,0.25,0.9,1,1.0,0.05,0.8265,0.6211,0.6201,0.4009,pdr
magic-telescope,0.0026,0.25,0.5,2,0.8324,0.48,0.527,-0.0122,-0.0119,1.0105,irbl
magic-telescope,0.0026,0.25,0.5,2,0.8324,0.48,0.5305,-0.0059,-0.0058,1.0097,irbl2
magic-telescope,0.0026,0.25,0.5,2,0.8324,0.48,0.6484,0.0,0.0,0.6484,trusted_only
magic-telescope,0.0026,0.25,0.5,2,0.8324,0.48,0.5209,-0.0005,-0.0005,1.1602,no_correction
magic-telescope,0.0026,0.25,0.5,2,0.8324,0.48,0.5198,-0.0003,-0.0003,1.1809,untrusted_only
magic-telescope,0.0026,0.25,0.5,2,0.8324,0.48,0.572,0.075,0.074,0.8532,kpdr
magic-telescope,0.0026,0.25,0.5,2,0.8324,0.48,0.524,0.0078,0.0074,1.1449,pdr
magic-telescope,0.0026,0.25,0.6,2,0.8324,0.38,0.6304,0.1584,0.1635,0.7556,irbl
magic-telescope,0.0026,0.25,0.6,2,0.8324,0.38,0.625,0.1532,0.157,0.7648,irbl2
magic-telescope,0.0026,0.25,0.6,2,0.8324,0.38,0.6484,0.0,0.0,0.6484,trusted_only
magic-telescope,0.0026,0.25,0.6,2,0.8324,0.38,0.6234,0.1512,0.1548,0.8027,no_correction
magic-telescope,0.0026,0.25,0.6,2,0.8324,0.38,0.6271,0.1594,0.1631,0.8136,untrusted_only
magic-telescope,0.0026,0.25,0.6,2,0.8324,0.38,0.6407,0.1951,0.1985,0.724,kpdr
magic-telescope,0.0026,0.25,0.6,2,0.8324,0.38,0.6253,0.1583,0.1615,0.7995,pdr
magic-telescope,0.0026,0.25,0.7,2,0.8324,0.27,0.7234,0.3517,0.367,0.5885,irbl
magic-telescope,0.0026,0.25,0.7,2,0.8324,0.27,0.7234,0.3496,0.3656,0.5838,irbl2
magic-telescope,0.0026,0.25,0.7,2,0.8324,0.27,0.6484,0.0,0.0,0.6484,trusted_only
magic-telescope,0.0026,0.25,0.7,2,0.8324,0.27,0.7115,0.3538,0.3587,0.622,no_correction
magic-telescope,0.0026,0.25,0.7,2,0.8324,0.27,0.7108,0.3528,0.3574,0.637,untrusted_only
magic-telescope,0.0026,0.25,0.7,2,0.8324,0.27,0.718,0.375,0.3775,0.6138,kpdr
magic-telescope,0.0026,0.25,0.7,2,0.8324,0.27,0.7035,0.3451,0.3466,0.6354,pdr
magic-telescope,0.0026,0.25,0.8,2,0.8324,0.15,0.7813,0.4849,0.5027,0.4916,irbl
magic-telescope,0.0026,0.25,0.8,2,0.8324,0.15,0.783,0.491,0.5078,0.483,irbl2
magic-telescope,0.0026,0.25,0.8,2,0.8324,0.15,0.6484,0.0,0.0,0.6484,trusted_only
magic-telescope,0.0026,0.25,0.8,2,0.8324,0.15,0.7755,0.5116,0.5096,0.5118,no_correction
magic-telescope,0.0026,0.25,0.8,2,0.8324,0.15,0.7757,0.508,0.508,0.517,untrusted_only
magic-telescope,0.0026,0.25,0.8,2,0.8324,0.15,0.7778,0.5048,0.5088,0.5133,kpdr
magic-telescope,0.0026,0.25,0.8,2,0.8324,0.15,0.7624,0.4895,0.4843,0.5069,pdr
magic-telescope,0.0026,0.25,0.9,2,0.8324,0.06,0.8347,0.6331,0.6359,0.381,irbl
magic-telescope,0.0026,0.25,0.9,2,0.8324,0.06,0.8356,0.634,0.6375,0.3772,irbl2
magic-telescope,0.0026,0.25,0.9,2,0.8324,0.06,0.6484,0.0,0.0,0.6484,trusted_only
magic-telescope,0.0026,0.25,0.9,2,0.8324,0.06,0.829,0.6488,0.6336,0.4135,no_correction
magic-telescope,0.0026,0.25,0.9,2,0.8324,0.06,0.8284,0.6457,0.6318,0.4126,untrusted_only
magic-telescope,0.0026,0.25,0.9,2,0.8324,0.06,0.829,0.6385,0.6299,0.41,kpdr
magic-telescope,0.0026,0.25,0.9,2,0.8324,0.06,0.8218,0.629,0.6167,0.4003,pdr
magic-telescope,0.0026,0.25,0.5,5,0.7318,0.5,0.5335,0.0032,0.0032,0.9926,irbl
magic-telescope,0.0026,0.25,0.5,5,0.7318,0.5,0.5338,0.0072,0.007,0.9919,irbl2
magic-telescope,0.0026,0.25,0.5,5,0.7318,0.5,0.6484,0.0,0.0,0.6484,trusted_only
magic-telescope,0.0026,0.25,0.5,5,0.7318,0.5,0.5067,-0.0089,-0.0083,1.1643,no_correction
magic-telescope,0.0026,0.25,0.5,5,0.7318,0.5,0.5002,-0.0216,-0.0201,1.201,untrusted_only
magic-telescope,0.0026,0.25,0.5,5,0.7318,0.5,0.5477,0.0475,0.0457,0.925,kpdr
magic-telescope,0.0026,0.25,0.5,5,0.7318,0.5,0.5049,-0.0137,-0.0127,1.201,pdr
magic-telescope,0.0026,0.25,0.6,5,0.7318,0.4,0.6229,0.1543,0.1572,0.7713,irbl
magic-telescope,0.0026,0.25,0.6,5,0.7318,0.4,0.6239,0.1552,0.1584,0.7692,irbl2
magic-telescope,0.0026,0.25,0.6,5,0.7318,0.4,0.6484,0.0,0.0,0.6484,trusted_only
magic-telescope,0.0026,0.25,0.6,5,0.7318,0.4,0.6101,0.1476,0.1472,0.8551,no_correction
magic-telescope,0.0026,0.25,0.6,5,0.7318,0.4,0.6046,0.1388,0.1379,0.845,untrusted_only
magic-telescope,0.0026,0.25,0.6,5,0.7318,0.4,0.6353,0.1934,0.1947,0.7364,kpdr
magic-telescope,0.0026,0.25,0.6,5,0.7318,0.4,0.6129,0.1432,0.1443,0.8246,pdr
magic-telescope,0.0026,0.25,0.7,5,0.7318,0.28,0.7247,0.3615,0.3745,0.5765,irbl
magic-telescope,0.0026,0.25,0.7,5,0.7318,0.28,0.7236,0.3597,0.3724,0.5803,irbl2
magic-telescope,0.0026,0.25,0.7,5,0.7318,0.28,0.6484,0.0,0.0,0.6484,trusted_only
magic-telescope,0.0026,0.25,0.7,5,0.7318,0.28,0.6926,0.3358,0.3325,0.6509,no_correction
magic-telescope,0.0026,0.25,0.7,5,0.7318,0.28,0.6952,0.3449,0.3404,0.6534,untrusted_only
magic-telescope,0.0026,0.25,0.7,5,0.7318,0.28,0.7093,0.3583,0.3597,0.6052,kpdr
magic-telescope,0.0026,0.25,0.7,5,0.7318,0.28,0.6916,0.336,0.3319,0.6467,pdr
magic-telescope,0.0026,0.25,0.8,5,0.7318,0.15,0.7764,0.4865,0.4979,0.4778,irbl
magic-telescope,0.0026,0.25,0.8,5,0.7318,0.15,0.7737,0.4822,0.4928,0.4798,irbl2
magic-telescope,0.0026,0.25,0.8,5,0.7318,0.15,0.6484,0.0,0.0,0.6484,trusted_only
magic-telescope,0.0026,0.25,0.8,5,0.7318,0.15,0.7594,0.4988,0.4859,0.5283,no_correction
magic-telescope,0.0026,0.25,0.8,5,0.7318,0.15,0.7629,0.5072,0.4937,0.5267,untrusted_only
magic-telescope,0.0026,0.25,0.8,5,0.7318,0.15,0.7716,0.5084,0.5037,0.4984,kpdr
magic-telescope,0.0026,0.25,0.8,5,0.7318,0.15,0.7555,0.4922,0.4786,0.5244,pdr
magic-telescope,0.0026,0.25,0.9,5,0.7318,0.06,0.8225,0.6205,0.6144,0.4046,irbl
magic-telescope,0.0026,0.25,0.9,5,0.7318,0.06,0.8226,0.621,0.6149,0.4009,irbl2
magic-telescope,0.0026,0.25,0.9,5,0.7318,0.06,0.6484,0.0,0.0,0.6484,trusted_only
magic-telescope,0.0026,0.25,0.9,5,0.7318,0.06,0.8084,0.6286,0.5994,0.4531,no_correction
magic-telescope,0.0026,0.25,0.9,5,0.7318,0.06,0.8088,0.6316,0.601,0.4563,untrusted_only
magic-telescope,0.0026,0.25,0.9,5,0.7318,0.06,0.8158,0.6253,0.6075,0.4368,kpdr
magic-telescope,0.0026,0.25,0.9,5,0.7318,0.06,0.7964,0.6086,0.5767,0.4606,pdr
magic-telescope,0.0026,0.25,0.5,10,0.6982,0.51,0.5219,-0.011,-0.0106,0.987,irbl
magic-telescope,0.0026,0.25,0.5,10,0.6982,0.51,0.5249,-0.0054,-0.0053,0.9827,irbl2
magic-telescope,0.0026,0.25,0.5,10,0.6982,0.51,0.6484,0.0,0.0,0.6484,trusted_only
magic-telescope,0.0026,0.25,0.5,10,0.6982,0.51,0.4961,-0.0194,-0.0179,1.195,no_correction
magic-telescope,0.0026,0.25,0.5,10,0.6982,0.51,0.4867,-0.0374,-0.0344,1.216,untrusted_only
magic-telescope,0.0026,0.25,0.5,10,0.6982,0.51,0.5321,0.0237,0.0225,0.9344,kpdr
magic-telescope,0.0026,0.25,0.5,10,0.6982,0.51,0.4888,-0.0372,-0.0343,1.1802,pdr
magic-telescope,0.0026,0.25,0.6,10,0.6982,0.41,0.6158,0.1483,0.1497,0.7892,irbl
magic-telescope,0.0026,0.25,0.6,10,0.6982,0.41,0.6146,0.1407,0.1427,0.7756,irbl2
magic-telescope,0.0026,0.25,0.6,10,0.6982,0.41,0.6484,0.0,0.0,0.6484,trusted_only
magic-telescope,0.0026,0.25,0.6,10,0.6982,0.41,0.5987,0.1309,0.1295,0.8539,no_correction
magic-telescope,0.0026,0.25,0.6,10,0.6982,0.41,0.5911,0.1227,0.1204,0.8704,untrusted_only
magic-telescope,0.0026,0.25,0.6,10,0.6982,0.41,0.6321,0.1821,0.1841,0.7504,kpdr
magic-telescope,0.0026,0.25,0.6,10,0.6982,0.41,0.6002,0.1327,0.1314,0.8516,pdr
magic-telescope,0.0026,0.25,0.7,10,0.6982,0.28,0.7059,0.3388,0.3444,0.5966,irbl
magic-telescope,0.0026,0.25,0.7,10,0.6982,0.28,0.7019,0.3333,0.3376,0.6076,irbl2
magic-telescope,0.0026,0.25,0.7,10,0.6982,0.28,0.6484,0.0,0.0,0.6484,trusted_only
magic-telescope,0.0026,0.25,0.7,10,0.6982,0.28,0.6682,0.304,0.2947,0.6822,no_correction
magic-telescope,0.0026,0.25,0.7,10,0.6982,0.28,0.6667,0.304,0.2937,0.6903,untrusted_only
magic-telescope,0.0026,0.25,0.7,10,0.6982,0.28,0.6933,0.3396,0.3355,0.6326,kpdr
magic-telescope,0.0026,0.25,0.7,10,0.6982,0.28,0.6637,0.2976,0.2875,0.7056,pdr
magic-telescope,0.0026,0.25,0.8,10,0.6982,0.15,0.7536,0.4618,0.4608,0.498,irbl
magic-telescope,0.0026,0.25,0.8,10,0.6982,0.15,0.7536,0.4627,0.4613,0.5029,irbl2
magic-telescope,0.0026,0.25,0.8,10,0.6982,0.15,0.6484,0.0,0.0,0.6484,trusted_only
magic-telescope,0.0026,0.25,0.8,10,0.6982,0.15,0.7294,0.4638,0.4387,0.563,no_correction
magic-telescope,0.0026,0.25,0.8,10,0.6982,0.15,0.7292,0.4608,0.4369,0.5785,untrusted_only
magic-telescope,0.0026,0.25,0.8,10,0.6982,0.15,0.7634,0.5057,0.4936,0.5122,kpdr
magic-telescope,0.0026,0.25,0.8,10,0.6982,0.15,0.7249,0.4556,0.4302,0.5778,pdr
magic-telescope,0.0026,0.25,0.9,10,0.6982,0.06,0.8034,0.5986,0.5812,0.4286,irbl
magic-telescope,0.0026,0.25,0.9,10,0.6982,0.06,0.7979,0.59,0.571,0.4281,irbl2
magic-telescope,0.0026,0.25,0.9,10,0.6982,0.06,0.6484,0.0,0.0,0.6484,trusted_only
magic-telescope,0.0026,0.25,0.9,10,0.6982,0.06,0.7704,0.5816,0.536,0.519,no_correction
magic-telescope,0.0026,0.25,0.9,10,0.6982,0.06,0.7722,0.5843,0.539,0.5136,untrusted_only
magic-telescope,0.0026,0.25,0.9,10,0.6982,0.06,0.799,0.611,0.5809,0.4583,kpdr
magic-telescope,0.0026,0.25,0.9,10,0.6982,0.06,0.7632,0.5623,0.5199,0.5302,pdr
magic-telescope,0.0026,0.25,0.5,20,0.6815,0.51,0.5119,-0.017,-0.0161,0.9744,irbl
magic-telescope,0.0026,0.25,0.5,20,0.6815,0.51,0.5109,-0.0147,-0.0139,0.9919,irbl2
magic-telescope,0.0026,0.25,0.5,20,0.6815,0.51,0.6484,0.0,0.0,0.6484,trusted_only
magic-telescope,0.0026,0.25,0.5,20,0.6815,0.51,0.4807,-0.045,-0.0412,1.2239,no_correction
magic-telescope,0.0026,0.25,0.5,20,0.6815,0.51,0.4835,-0.0389,-0.0355,1.2275,untrusted_only
