ds,p,perc_total_perf,q,cluster_imbalance_ratio,data_ratio,noise_ratio,acc,bacc,kappa,log_loss,clf
mushroom,0.0079,0.5,0.5,10,0.7341,0.51,0.6157,0.2026,0.2083,3.4921,irbl2
mushroom,0.0079,0.5,0.5,10,0.7341,0.51,0.685,0.3467,0.3546,1.5186,kpdr
mushroom,0.0079,0.5,0.5,10,0.7341,0.51,0.6153,0.2017,0.2075,3.5895,pdr
mushroom,0.0079,0.5,0.6,10,0.7341,0.51,0.6157,0.2026,0.2083,3.4921,irbl2
mushroom,0.0079,0.5,0.6,10,0.7341,0.51,0.685,0.3467,0.3546,1.5186,kpdr
mushroom,0.0079,0.5,0.6,10,0.7341,0.51,0.6153,0.2017,0.2075,3.5895,pdr
mushroom,0.0079,0.5,0.7,10,0.7341,0.0,0.9984,0.9966,0.9967,0.0127,irbl2
mushroom,0.0079,0.5,0.7,10,0.7341,0.0,0.9967,0.9933,0.9934,0.0199,kpdr
mushroom,0.0079,0.5,0.7,10,0.7341,0.0,0.9984,0.9966,0.9967,0.0117,pdr
mushroom,0.0079,0.5,0.8,10,0.7341,0.0,0.9984,0.9966,0.9967,0.0127,irbl2
mushroom,0.0079,0.5,0.8,10,0.7341,0.0,0.9967,0.9933,0.9934,0.0199,kpdr
mushroom,0.0079,0.5,0.8,10,0.7341,0.0,0.9984,0.9966,0.9967,0.0117,pdr
mushroom,0.0079,0.5,0.9,10,0.7341,0.0,0.9984,0.9966,0.9967,0.0127,irbl2
mushroom,0.0079,0.5,0.9,10,0.7341,0.0,0.9967,0.9933,0.9934,0.0199,kpdr
mushroom,0.0079,0.5,0.9,10,0.7341,0.0,0.9984,0.9966,0.9967,0.0117,pdr
mushroom,0.0079,0.5,1.0,10,0.7341,0.0,0.9984,0.9966,0.9967,0.0127,irbl2
mushroom,0.0079,0.5,1.0,10,0.7341,0.0,0.9967,0.9933,0.9934,0.0199,kpdr
mushroom,0.0079,0.5,1.0,10,0.7341,0.0,0.9984,0.9966,0.9967,0.0117,pdr
mushroom,0.0079,0.5,0.5,20,0.7196,0.52,0.6185,0.2085,0.2144,3.3285,irbl2
mushroom,0.0079,0.5,0.5,20,0.7196,0.52,0.6813,0.3391,0.3469,1.4911,kpdr
mushroom,0.0079,0.5,0.5,20,0.7196,0.52,0.6181,0.2077,0.2136,3.3876,pdr
mushroom,0.0079,0.5,0.6,20,0.7196,0.52,0.6185,0.2085,0.2144,3.3285,irbl2
mushroom,0.0079,0.5,0.6,20,0.7196,0.52,0.6813,0.3391,0.3469,1.4911,kpdr
mushroom,0.0079,0.5,0.6,20,0.7196,0.52,0.6181,0.2077,0.2136,3.3876,pdr
mushroom,0.0079,0.5,0.7,20,0.7196,0.0,0.9979,0.9958,0.9959,0.0055,irbl2
mushroom,0.0079,0.5,0.7,20,0.7196,0.0,0.9967,0.9933,0.9934,0.021,kpdr
mushroom,0.0079,0.5,0.7,20,0.7196,0.0,0.9984,0.9966,0.9967,0.0068,pdr
mushroom,0.0079,0.5,0.8,20,0.7196,0.0,0.9979,0.9958,0.9959,0.0055,irbl2
mushroom,0.0079,0.5,0.8,20,0.7196,0.0,0.9967,0.9933,0.9934,0.021,kpdr
mushroom,0.0079,0.5,0.8,20,0.7196,0.0,0.9984,0.9966,0.9967,0.0068,pdr
mushroom,0.0079,0.5,0.9,20,0.7196,0.0,0.9979,0.9958,0.9959,0.0055,irbl2
mushroom,0.0079,0.5,0.9,20,0.7196,0.0,0.9967,0.9933,0.9934,0.021,kpdr
mushroom,0.0079,0.5,0.9,20,0.7196,0.0,0.9984,0.9966,0.9967,0.0068,pdr
mushroom,0.0079,0.5,1.0,20,0.7196,0.0,0.9979,0.9958,0.9959,0.0055,irbl2
mushroom,0.0079,0.5,1.0,20,0.7196,0.0,0.9967,0.9933,0.9934,0.021,kpdr
mushroom,0.0079,0.5,1.0,20,0.7196,0.0,0.9984,0.9966,0.9967,0.0068,pdr
mushroom,0.0079,0.5,0.5,50,0.7105,0.52,0.6251,0.2221,0.2283,3.5341,irbl2
mushroom,0.0079,0.5,0.5,50,0.7105,0.52,0.6813,0.3394,0.3471,1.6764,kpdr
mushroom,0.0079,0.5,0.5,50,0.7105,0.52,0.6251,0.2222,0.2284,3.7657,pdr
mushroom,0.0079,0.5,0.6,50,0.7105,0.52,0.6251,0.2221,0.2283,3.5341,irbl2
mushroom,0.0079,0.5,0.6,50,0.7105,0.52,0.6813,0.3394,0.3471,1.6764,kpdr
mushroom,0.0079,0.5,0.6,50,0.7105,0.52,0.6251,0.2222,0.2284,3.7657,pdr
mushroom,0.0079,0.5,0.7,50,0.7105,0.0,0.9955,0.991,0.991,0.0093,irbl2
mushroom,0.0079,0.5,0.7,50,0.7105,0.0,0.9922,0.9847,0.9844,0.0177,kpdr
mushroom,0.0079,0.5,0.7,50,0.7105,0.0,0.9979,0.9957,0.9959,0.008,pdr
mushroom,0.0079,0.5,0.8,50,0.7105,0.0,0.9955,0.991,0.991,0.0093,irbl2
mushroom,0.0079,0.5,0.8,50,0.7105,0.0,0.9922,0.9847,0.9844,0.0177,kpdr
mushroom,0.0079,0.5,0.8,50,0.7105,0.0,0.9979,0.9957,0.9959,0.008,pdr
mushroom,0.0079,0.5,0.9,50,0.7105,0.0,0.9955,0.991,0.991,0.0093,irbl2
mushroom,0.0079,0.5,0.9,50,0.7105,0.0,0.9922,0.9847,0.9844,0.0177,kpdr
mushroom,0.0079,0.5,0.9,50,0.7105,0.0,0.9979,0.9957,0.9959,0.008,pdr
mushroom,0.0079,0.5,1.0,50,0.7105,0.0,0.9955,0.991,0.991,0.0093,irbl2
mushroom,0.0079,0.5,1.0,50,0.7105,0.0,0.9922,0.9847,0.9844,0.0177,kpdr
mushroom,0.0079,0.5,1.0,50,0.7105,0.0,0.9979,0.9957,0.9959,0.008,pdr
mushroom,0.0079,0.5,0.5,100,0.7077,0.53,0.6034,0.177,0.1822,3.7203,irbl2
mushroom,0.0079,0.5,0.5,100,0.7077,0.53,0.6743,0.3247,0.3324,1.8269,kpdr
mushroom,0.0079,0.5,0.5,100,0.7077,0.53,0.6001,0.1702,0.1753,3.6174,pdr
mushroom,0.0079,0.5,0.6,100,0.7077,0.53,0.6034,0.177,0.1822,3.7203,irbl2
mushroom,0.0079,0.5,0.6,100,0.7077,0.53,0.6743,0.3247,0.3324,1.8269,kpdr
mushroom,0.0079,0.5,0.6,100,0.7077,0.53,0.6001,0.1702,0.1753,3.6174,pdr
mushroom,0.0079,0.5,0.7,100,0.7077,0.0,0.9967,0.9932,0.9934,0.0175,irbl2
mushroom,0.0079,0.5,0.7,100,0.7077,0.0,0.9955,0.9909,0.991,0.0164,kpdr
mushroom,0.0079,0.5,0.7,100,0.7077,0.0,0.9963,0.9923,0.9926,0.0204,pdr
mushroom,0.0079,0.5,0.8,100,0.7077,0.0,0.9967,0.9932,0.9934,0.0175,irbl2
mushroom,0.0079,0.5,0.8,100,0.7077,0.0,0.9955,0.9909,0.991,0.0164,kpdr
mushroom,0.0079,0.5,0.8,100,0.7077,0.0,0.9963,0.9923,0.9926,0.0204,pdr
mushroom,0.0079,0.5,0.9,100,0.7077,0.0,0.9967,0.9932,0.9934,0.0175,irbl2
mushroom,0.0079,0.5,0.9,100,0.7077,0.0,0.9955,0.9909,0.991,0.0164,kpdr
mushroom,0.0079,0.5,0.9,100,0.7077,0.0,0.9963,0.9923,0.9926,0.0204,pdr
mushroom,0.0079,0.5,1.0,100,0.7077,0.0,0.9967,0.9932,0.9934,0.0175,irbl2
mushroom,0.0079,0.5,1.0,100,0.7077,0.0,0.9955,0.9909,0.991,0.0164,kpdr
mushroom,0.0079,0.5,1.0,100,0.7077,0.0,0.9963,0.9923,0.9926,0.0204,pdr
mushroom,0.0094,0.75,0.5,1,1.0,0.4,0.8987,0.7915,0.796,1.0071,irbl2
mushroom,0.0094,0.75,0.5,1,1.0,0.4,0.6608,0.2962,0.3036,2.0749,kpdr
mushroom,0.0094,0.75,0.5,1,1.0,0.4,0.6034,0.177,0.1822,3.0865,pdr
mushroom,0.0094,0.75,0.6,1,1.0,0.4,0.8987,0.7915,0.796,1.0071,irbl2
mushroom,0.0094,0.75,0.6,1,1.0,0.4,0.6608,0.2962,0.3036,2.0749,kpdr
mushroom,0.0094,0.75,0.6,1,1.0,0.4,0.6034,0.177,0.1822,3.0865,pdr
mushroom,0.0094,0.75,0.7,1,1.0,0.0,1.0,1.0,1.0,0.0004,irbl2
mushroom,0.0094,0.75,0.7,1,1.0,0.0,1.0,1.0,1.0,0.0008,kpdr
mushroom,0.0094,0.75,0.7,1,1.0,0.0,1.0,1.0,1.0,0.0001,pdr
mushroom,0.0094,0.75,0.8,1,1.0,0.0,1.0,1.0,1.0,0.0004,irbl2
mushroom,0.0094,0.75,0.8,1,1.0,0.0,1.0,1.0,1.0,0.0008,kpdr
mushroom,0.0094,0.75,0.8,1,1.0,0.0,1.0,1.0,1.0,0.0001,pdr
mushroom,0.0094,0.75,0.9,1,1.0,0.0,1.0,1.0,1.0,0.0004,irbl2
mushroom,0.0094,0.75,0.9,1,1.0,0.0,1.0,1.0,1.0,0.0008,kpdr
mushroom,0.0094,0.75,0.9,1,1.0,0.0,1.0,1.0,1.0,0.0001,pdr
mushroom,0.0094,0.75,1.0,1,1.0,0.0,1.0,1.0,1.0,0.0004,irbl2
mushroom,0.0094,0.75,1.0,1,1.0,0.0,1.0,1.0,1.0,0.0008,kpdr
mushroom,0.0094,0.75,1.0,1,1.0,0.0,1.0,1.0,1.0,0.0001,pdr
mushroom,0.0094,0.75,0.5,2,0.8523,0.45,0.8999,0.7941,0.7985,0.9688,irbl2
mushroom,0.0094,0.75,0.5,2,0.8523,0.45,0.6719,0.3191,0.3269,1.8504,kpdr
mushroom,0.0094,0.75,0.5,2,0.8523,0.45,0.6042,0.1787,0.184,3.2479,pdr
mushroom,0.0094,0.75,0.6,2,0.8523,0.45,0.8999,0.7941,0.7985,0.9688,irbl2
mushroom,0.0094,0.75,0.6,2,0.8523,0.45,0.6719,0.3191,0.3269,1.8504,kpdr
mushroom,0.0094,0.75,0.6,2,0.8523,0.45,0.6042,0.1787,0.184,3.2479,pdr
mushroom,0.0094,0.75,0.7,2,0.8523,0.0,0.9984,0.9966,0.9967,0.0041,irbl2
mushroom,0.0094,0.75,0.7,2,0.8523,0.0,1.0,1.0,1.0,0.0015,kpdr
mushroom,0.0094,0.75,0.7,2,0.8523,0.0,1.0,1.0,1.0,0.0003,pdr
mushroom,0.0094,0.75,0.8,2,0.8523,0.0,0.9984,0.9966,0.9967,0.0041,irbl2
mushroom,0.0094,0.75,0.8,2,0.8523,0.0,1.0,1.0,1.0,0.0015,kpdr
mushroom,0.0094,0.75,0.8,2,0.8523,0.0,1.0,1.0,1.0,0.0003,pdr
mushroom,0.0094,0.75,0.9,2,0.8523,0.0,0.9984,0.9966,0.9967,0.0041,irbl2
mushroom,0.0094,0.75,0.9,2,0.8523,0.0,1.0,1.0,1.0,0.0015,kpdr
mushroom,0.0094,0.75,0.9,2,0.8523,0.0,1.0,1.0,1.0,0.0003,pdr
mushroom,0.0094,0.75,1.0,2,0.8523,0.0,0.9984,0.9966,0.9967,0.0041,irbl2
mushroom,0.0094,0.75,1.0,2,0.8523,0.0,1.0,1.0,1.0,0.0015,kpdr
mushroom,0.0094,0.75,1.0,2,0.8523,0.0,1.0,1.0,1.0,0.0003,pdr
mushroom,0.0094,0.75,0.5,5,0.7634,0.49,0.895,0.7838,0.7885,1.0193,irbl2
mushroom,0.0094,0.75,0.5,5,0.7634,0.49,0.6756,0.3269,0.3347,1.7624,kpdr
mushroom,0.0094,0.75,0.5,5,0.7634,0.49,0.6025,0.1753,0.1805,3.3657,pdr
mushroom,0.0094,0.75,0.6,5,0.7634,0.49,0.895,0.7838,0.7885,1.0193,irbl2
mushroom,0.0094,0.75,0.6,5,0.7634,0.49,0.6756,0.3269,0.3347,1.7624,kpdr
mushroom,0.0094,0.75,0.6,5,0.7634,0.49,0.6025,0.1753,0.1805,3.3657,pdr
mushroom,0.0094,0.75,0.7,5,0.7634,0.0,0.9955,0.9906,0.991,0.0219,irbl2
mushroom,0.0094,0.75,0.7,5,0.7634,0.0,0.9971,0.994,0.9942,0.0151,kpdr
mushroom,0.0094,0.75,0.7,5,0.7634,0.0,0.9971,0.994,0.9942,0.0121,pdr
mushroom,0.0094,0.75,0.8,5,0.7634,0.0,0.9955,0.9906,0.991,0.0219,irbl2
mushroom,0.0094,0.75,0.8,5,0.7634,0.0,0.9971,0.994,0.9942,0.0151,kpdr
mushroom,0.0094,0.75,0.8,5,0.7634,0.0,0.9971,0.994,0.9942,0.0121,pdr
mushroom,0.0094,0.75,0.9,5,0.7634,0.0,0.9955,0.9906,0.991,0.0219,irbl2
mushroom,0.0094,0.75,0.9,5,0.7634,0.0,0.9971,0.994,0.9942,0.0151,kpdr
mushroom,0.0094,0.75,0.9,5,0.7634,0.0,0.9971,0.994,0.9942,0.0121,pdr
mushroom,0.0094,0.75,1.0,5,0.7634,0.0,0.9955,0.9906,0.991,0.0219,irbl2
mushroom,0.0094,0.75,1.0,5,0.7634,0.0,0.9971,0.994,0.9942,0.0151,kpdr
mushroom,0.0094,0.75,1.0,5,0.7634,0.0,0.9971,0.994,0.9942,0.0121,pdr
mushroom,0.0094,0.75,0.5,10,0.7339,0.51,0.895,0.7838,0.7885,0.9761,irbl2
mushroom,0.0094,0.75,0.5,10,0.7339,0.51,0.7096,0.3975,0.406,1.4214,kpdr
mushroom,0.0094,0.75,0.5,10,0.7339,0.51,0.6046,0.1796,0.1849,3.4155,pdr
mushroom,0.0094,0.75,0.6,10,0.7339,0.51,0.895,0.7838,0.7885,0.9761,irbl2
mushroom,0.0094,0.75,0.6,10,0.7339,0.51,0.7096,0.3975,0.406,1.4214,kpdr
mushroom,0.0094,0.75,0.6,10,0.7339,0.51,0.6046,0.1796,0.1849,3.4155,pdr
mushroom,0.0094,0.75,0.7,10,0.7339,0.0,0.9955,0.9906,0.991,0.0272,irbl2
mushroom,0.0094,0.75,0.7,10,0.7339,0.0,0.9967,0.9932,0.9934,0.0139,kpdr
mushroom,0.0094,0.75,0.7,10,0.7339,0.0,0.9963,0.9923,0.9926,0.0168,pdr
mushroom,0.0094,0.75,0.8,10,0.7339,0.0,0.9955,0.9906,0.991,0.0272,irbl2
mushroom,0.0094,0.75,0.8,10,0.7339,0.0,0.9967,0.9932,0.9934,0.0139,kpdr
mushroom,0.0094,0.75,0.8,10,0.7339,0.0,0.9963,0.9923,0.9926,0.0168,pdr
mushroom,0.0094,0.75,0.9,10,0.7339,0.0,0.9955,0.9906,0.991,0.0272,irbl2
mushroom,0.0094,0.75,0.9,10,0.7339,0.0,0.9967,0.9932,0.9934,0.0139,kpdr
mushroom,0.0094,0.75,0.9,10,0.7339,0.0,0.9963,0.9923,0.9926,0.0168,pdr
mushroom,0.0094,0.75,1.0,10,0.7339,0.0,0.9955,0.9906,0.991,0.0272,irbl2
mushroom,0.0094,0.75,1.0,10,0.7339,0.0,0.9967,0.9932,0.9934,0.0139,kpdr
mushroom,0.0094,0.75,1.0,10,0.7339,0.0,0.9963,0.9923,0.9926,0.0168,pdr
mushroom,0.0094,0.75,0.5,20,0.7193,0.52,0.8692,0.7285,0.7355,1.0558,irbl2
mushroom,0.0094,0.75,0.5,20,0.7193,0.52,0.6985,0.3745,0.3828,1.543,kpdr
mushroom,0.0094,0.75,0.5,20,0.7193,0.52,0.6054,0.1813,0.1866,3.1927,pdr
mushroom,0.0094,0.75,0.6,20,0.7193,0.52,0.8692,0.7285,0.7355,1.0558,irbl2
mushroom,0.0094,0.75,0.6,20,0.7193,0.52,0.6985,0.3745,0.3828,1.543,kpdr
mushroom,0.0094,0.75,0.6,20,0.7193,0.52,0.6054,0.1813,0.1866,3.1927,pdr
mushroom,0.0094,0.75,0.7,20,0.7193,0.0,0.9951,0.9898,0.9901,0.0265,irbl2
mushroom,0.0094,0.75,0.7,20,0.7193,0.0,0.9959,0.9915,0.9918,0.0169,kpdr
mushroom,0.0094,0.75,0.7,20,0.7193,0.0,0.9963,0.9923,0.9926,0.0174,pdr
mushroom,0.0094,0.75,0.8,20,0.7193,0.0,0.9951,0.9898,0.9901,0.0265,irbl2
mushroom,0.0094,0.75,0.8,20,0.7193,0.0,0.9959,0.9915,0.9918,0.0169,kpdr
mushroom,0.0094,0.75,0.8,20,0.7193,0.0,0.9963,0.9923,0.9926,0.0174,pdr
mushroom,0.0094,0.75,0.9,20,0.7193,0.0,0.9951,0.9898,0.9901,0.0265,irbl2
mushroom,0.0094,0.75,0.9,20,0.7193,0.0,0.9959,0.9915,0.9918,0.0169,kpdr
mushroom,0.0094,0.75,0.9,20,0.7193,0.0,0.9963,0.9923,0.9926,0.0174,pdr
mushroom,0.0094,0.75,1.0,20,0.7193,0.0,0.9951,0.9898,0.9901,0.0265,irbl2
mushroom,0.0094,0.75,1.0,20,0.7193,0.0,0.9959,0.9915,0.9918,0.0169,kpdr
mushroom,0.0094,0.75,1.0,20,0.7193,0.0,0.9963,0.9923,0.9926,0.0174,pdr
mushroom,0.0094,0.75,0.5,50,0.7103,0.52,0.8646,0.7197,0.7264,0.9994,irbl2
mushroom,0.0094,0.75,0.5,50,0.7103,0.52,0.6854,0.3472,0.3553,1.7395,kpdr
mushroom,0.0094,0.75,0.5,50,0.7103,0.52,0.5783,0.127,0.1307,3.1838,pdr
mushroom,0.0094,0.75,0.6,50,0.7103,0.52,0.8646,0.7197,0.7264,0.9994,irbl2
mushroom,0.0094,0.75,0.6,50,0.7103,0.52,0.6854,0.3472,0.3553,1.7395,kpdr
mushroom,0.0094,0.75,0.6,50,0.7103,0.52,0.5783,0.127,0.1307,3.1838,pdr
mushroom,0.0094,0.75,0.7,50,0.7103,0.0,0.9934,0.9864,0.9869,0.0356,irbl2
mushroom,0.0094,0.75,0.7,50,0.7103,0.0,0.9955,0.9906,0.991,0.0224,kpdr
mushroom,0.0094,0.75,0.7,50,0.7103,0.0,0.9947,0.9889,0.9893,0.0182,pdr
mushroom,0.0094,0.75,0.8,50,0.7103,0.0,0.9934,0.9864,0.9869,0.0356,irbl2
mushroom,0.0094,0.75,0.8,50,0.7103,0.0,0.9955,0.9906,0.991,0.0224,kpdr
mushroom,0.0094,0.75,0.8,50,0.7103,0.0,0.9947,0.9889,0.9893,0.0182,pdr
mushroom,0.0094,0.75,0.9,50,0.7103,0.0,0.9934,0.9864,0.9869,0.0356,irbl2
mushroom,0.0094,0.75,0.9,50,0.7103,0.0,0.9955,0.9906,0.991,0.0224,kpdr
mushroom,0.0094,0.75,0.9,50,0.7103,0.0,0.9947,0.9889,0.9893,0.0182,pdr
mushroom,0.0094,0.75,1.0,50,0.7103,0.0,0.9934,0.9864,0.9869,0.0356,irbl2
mushroom,0.0094,0.75,1.0,50,0.7103,0.0,0.9955,0.9906,0.991,0.0224,kpdr
mushroom,0.0094,0.75,1.0,50,0.7103,0.0,0.9947,0.9889,0.9893,0.0182,pdr
mushroom,0.0094,0.75,0.5,100,0.7074,0.53,0.8942,0.7804,0.7864,0.9853,irbl2
mushroom,0.0094,0.75,0.5,100,0.7074,0.53,0.6489,0.2733,0.2799,1.8222,kpdr
mushroom,0.0094,0.75,0.5,100,0.7074,0.53,0.5931,0.1557,0.1605,3.5725,pdr
mushroom,0.0094,0.75,0.6,100,0.7074,0.53,0.8942,0.7804,0.7864,0.9853,irbl2
mushroom,0.0094,0.75,0.6,100,0.7074,0.53,0.6489,0.2733,0.2799,1.8222,kpdr
mushroom,0.0094,0.75,0.6,100,0.7074,0.53,0.5931,0.1557,0.1605,3.5725,pdr
mushroom,0.0094,0.75,0.7,100,0.7074,0.0,0.993,0.9855,0.986,0.0672,irbl2
mushroom,0.0094,0.75,0.7,100,0.7074,0.0,0.993,0.9855,0.986,0.0556,kpdr
mushroom,0.0094,0.75,0.7,100,0.7074,0.0,0.993,0.9855,0.986,0.0645,pdr
mushroom,0.0094,0.75,0.8,100,0.7074,0.0,0.993,0.9855,0.986,0.0672,irbl2
mushroom,0.0094,0.75,0.8,100,0.7074,0.0,0.993,0.9855,0.986,0.0556,kpdr
mushroom,0.0094,0.75,0.8,100,0.7074,0.0,0.993,0.9855,0.986,0.0645,pdr
mushroom,0.0094,0.75,0.9,100,0.7074,0.0,0.993,0.9855,0.986,0.0672,irbl2
mushroom,0.0094,0.75,0.9,100,0.7074,0.0,0.993,0.9855,0.986,0.0556,kpdr
mushroom,0.0094,0.75,0.9,100,0.7074,0.0,0.993,0.9855,0.986,0.0645,pdr
mushroom,0.0094,0.75,1.0,100,0.7074,0.0,0.993,0.9855,0.986,0.0672,irbl2
mushroom,0.0094,0.75,1.0,100,0.7074,0.0,0.993,0.9855,0.986,0.0556,kpdr
mushroom,0.0094,0.75,1.0,100,0.7074,0.0,0.993,0.9855,0.986,0.0645,pdr
skin-segmentation,0.0002,0.25,0.5,1,1.0,0.19,0.5738,0.3963,0.2342,9.9453,irbl2
skin-segmentation,0.0002,0.25,0.5,1,1.0,0.19,0.7941,0.7223,0.5357,7.0761,kpdr
skin-segmentation,0.0002,0.25,0.5,1,1.0,0.19,0.7686,0.66,0.4841,7.4471,pdr
skin-segmentation,0.0002,0.25,0.6,1,1.0,0.19,0.5738,0.3963,0.2342,9.9453,irbl2
skin-segmentation,0.0002,0.25,0.6,1,1.0,0.19,0.7941,0.7223,0.5357,7.0761,kpdr
skin-segmentation,0.0002,0.25,0.6,1,1.0,0.19,0.7686,0.66,0.4841,7.4471,pdr
skin-segmentation,0.0002,0.25,0.7,1,1.0,0.19,0.5738,0.3963,0.2342,9.9453,irbl2
skin-segmentation,0.0002,0.25,0.7,1,1.0,0.19,0.7941,0.7223,0.5357,7.0761,kpdr
skin-segmentation,0.0002,0.25,0.7,1,1.0,0.19,0.7686,0.66,0.4841,7.4471,pdr
skin-segmentation,0.0002,0.25,0.8,1,1.0,0.19,0.5738,0.3963,0.2342,9.9453,irbl2
skin-segmentation,0.0002,0.25,0.8,1,1.0,0.19,0.7941,0.7223,0.5357,7.0761,kpdr
skin-segmentation,0.0002,0.25,0.8,1,1.0,0.19,0.7686,0.66,0.4841,7.4471,pdr
skin-segmentation,0.0002,0.25,0.9,1,1.0,0.0,0.9185,0.8202,0.768,2.3761,irbl2
skin-segmentation,0.0002,0.25,0.9,1,1.0,0.0,0.9993,0.9986,0.9979,0.0033,kpdr
skin-segmentation,0.0002,0.25,0.9,1,1.0,0.0,0.9355,0.8667,0.8156,0.9212,pdr
skin-segmentation,0.0002,0.25,1.0,1,1.0,0.0,0.9185,0.8202,0.768,2.3761,irbl2
skin-segmentation,0.0002,0.25,1.0,1,1.0,0.0,0.9993,0.9986,0.9979,0.0033,kpdr
skin-segmentation,0.0002,0.25,1.0,1,1.0,0.0,0.9355,0.8667,0.8156,0.9212,pdr
skin-segmentation,0.0002,0.25,0.5,2,0.865,0.22,0.8098,0.7588,0.5675,1.4874,irbl2
skin-segmentation,0.0002,0.25,0.5,2,0.865,0.22,0.7829,0.6429,0.4934,7.7284,kpdr
skin-segmentation,0.0002,0.25,0.5,2,0.865,0.22,0.8076,0.7568,0.564,1.6457,pdr
skin-segmentation,0.0002,0.25,0.6,2,0.865,0.22,0.8098,0.7588,0.5675,1.4874,irbl2
skin-segmentation,0.0002,0.25,0.6,2,0.865,0.22,0.7829,0.6429,0.4934,7.7284,kpdr
skin-segmentation,0.0002,0.25,0.6,2,0.865,0.22,0.8076,0.7568,0.564,1.6457,pdr
skin-segmentation,0.0002,0.25,0.7,2,0.865,0.22,0.8098,0.7588,0.5675,1.4874,irbl2
skin-segmentation,0.0002,0.25,0.7,2,0.865,0.22,0.7829,0.6429,0.4934,7.7284,kpdr
skin-segmentation,0.0002,0.25,0.7,2,0.865,0.22,0.8076,0.7568,0.564,1.6457,pdr
skin-segmentation,0.0002,0.25,0.8,2,0.865,0.22,0.8098,0.7588,0.5675,1.4874,irbl2
skin-segmentation,0.0002,0.25,0.8,2,0.865,0.22,0.7829,0.6429,0.4934,7.7284,kpdr
skin-segmentation,0.0002,0.25,0.8,2,0.865,0.22,0.8076,0.7568,0.564,1.6457,pdr
skin-segmentation,0.0002,0.25,0.9,2,0.865,0.0,0.9991,0.9973,0.9971,0.004,irbl2
skin-segmentation,0.0002,0.25,0.9,2,0.865,0.0,0.878,0.5694,0.6056,4.0978,kpdr
skin-segmentation,0.0002,0.25,0.9,2,0.865,0.0,0.9993,0.9987,0.9979,0.0028,pdr
skin-segmentation,0.0002,0.25,1.0,2,0.865,0.0,0.9991,0.9973,0.9971,0.004,irbl2
skin-segmentation,0.0002,0.25,1.0,2,0.865,0.0,0.878,0.5694,0.6056,4.0978,kpdr
skin-segmentation,0.0002,0.25,1.0,2,0.865,0.0,0.9993,0.9987,0.9979,0.0028,pdr
skin-segmentation,0.0002,0.25,0.5,5,0.7841,0.25,0.3892,0.2292,0.1099,22.0151,irbl2
skin-segmentation,0.0002,0.25,0.5,5,0.7841,0.25,0.7181,0.6439,0.4291,10.1569,kpdr
skin-segmentation,0.0002,0.25,0.5,5,0.7841,0.25,0.4024,0.2458,0.1192,21.5415,pdr
skin-segmentation,0.0002,0.25,0.6,5,0.7841,0.25,0.3892,0.2292,0.1099,22.0151,irbl2
skin-segmentation,0.0002,0.25,0.6,5,0.7841,0.25,0.7181,0.6439,0.4291,10.1569,kpdr
skin-segmentation,0.0002,0.25,0.6,5,0.7841,0.25,0.4024,0.2458,0.1192,21.5415,pdr
skin-segmentation,0.0002,0.25,0.7,5,0.7841,0.25,0.3892,0.2292,0.1099,22.0151,irbl2
skin-segmentation,0.0002,0.25,0.7,5,0.7841,0.25,0.7181,0.6439,0.4291,10.1569,kpdr
skin-segmentation,0.0002,0.25,0.7,5,0.7841,0.25,0.4024,0.2458,0.1192,21.5415,pdr
skin-segmentation,0.0002,0.25,0.8,5,0.7841,0.25,0.3892,0.2292,0.1099,22.0151,irbl2
skin-segmentation,0.0002,0.25,0.8,5,0.7841,0.25,0.7181,0.6439,0.4291,10.1569,kpdr
skin-segmentation,0.0002,0.25,0.8,5,0.7841,0.25,0.4024,0.2458,0.1192,21.5415,pdr
skin-segmentation,0.0002,0.25,0.9,5,0.7841,0.0,0.6165,0.5161,0.3069,10.3663,irbl2
skin-segmentation,0.0002,0.25,0.9,5,0.7841,0.0,0.941,0.9236,0.8375,2.0449,kpdr
skin-segmentation,0.0002,0.25,0.9,5,0.7841,0.0,0.4082,0.2532,0.1234,21.3311,pdr
skin-segmentation,0.0002,0.25,1.0,5,0.7841,0.0,0.6165,0.5161,0.3069,10.3663,irbl2
skin-segmentation,0.0002,0.25,1.0,5,0.7841,0.0,0.941,0.9236,0.8375,2.0449,kpdr
skin-segmentation,0.0002,0.25,1.0,5,0.7841,0.0,0.4082,0.2532,0.1234,21.3311,pdr
skin-segmentation,0.0002,0.25,0.5,10,0.7571,0.25,0.2075,0.0,0.0,22.4959,irbl2
skin-segmentation,0.0002,0.25,0.5,10,0.7571,0.25,0.8065,0.7534,0.5616,1.6864,kpdr
skin-segmentation,0.0002,0.25,0.5,10,0.7571,0.25,0.2075,0.0,0.0,22.9356,pdr
skin-segmentation,0.0002,0.25,0.6,10,0.7571,0.25,0.2075,0.0,0.0,22.4959,irbl2
skin-segmentation,0.0002,0.25,0.6,10,0.7571,0.25,0.8065,0.7534,0.5616,1.6864,kpdr
skin-segmentation,0.0002,0.25,0.6,10,0.7571,0.25,0.2075,0.0,0.0,22.9356,pdr
skin-segmentation,0.0002,0.25,0.7,10,0.7571,0.25,0.2075,0.0,0.0,22.4959,irbl2
skin-segmentation,0.0002,0.25,0.7,10,0.7571,0.25,0.8065,0.7534,0.5616,1.6864,kpdr
